pc_timestamp,arduino_ms,analog_value
1778513212.4871416,20,471
1778513212.4871416,40,469
1778513212.488131,60,471
1778513212.488131,80,467
1778513212.489131,100,471
1778513212.489131,120,468
1778513212.4901302,140,471
1778513212.4901302,160,468
1778513212.4911306,180,471
1778513212.4911306,200,468
1778513212.4921293,220,471
1778513212.4921293,240,468
1778513212.4921293,260,471
1778513212.4931285,280,468
1778513212.4941282,300,470
1778513212.4941282,320,468
1778513212.495128,340,469
1778513212.495128,360,468
1778513212.496127,380,469
1778513212.4971266,400,468
1778513212.4971266,420,469
1778513212.5129874,440,469
1778513212.5334258,460,468
1778513212.5539234,480,469
1778513212.5746164,500,468
1778513212.5951195,520,469
1778513212.6155677,540,468
1778513212.6320453,560,470
1778513212.6533852,580,467
1778513212.6734266,600,470
1778513212.6946814,620,467
1778513212.7137165,640,470
1778513212.7343843,660,467
1778513212.755758,680,470
1778513212.7759173,700,467
1778513212.7957637,720,469
1778513212.8140213,740,467
1778513212.8335056,760,469
1778513212.8537705,780,467
1778513212.8736458,800,470
1778513212.894146,820,467
1778513212.914296,840,469
1778513212.9345803,860,467
1778513212.9555683,880,469
1778513212.9717143,900,468
1778513212.9922147,920,469
1778513213.0127168,940,467
1778513213.0331526,960,469
1778513213.0539029,980,470
1778513213.0744047,1000,469
1778513213.0947814,1020,470
1778513213.1153233,1040,468
1778513213.1357877,1060,470
1778513213.154037,1080,468
1778513213.1744566,1100,471
1778513213.1944153,1120,468
1778513213.2136693,1140,470
1778513213.2347894,1160,468
1778513213.254776,1180,471
1778513213.2747855,1200,468
1778513213.2949681,1220,471
1778513213.311778,1240,468
1778513213.3340962,1260,470
1778513213.3536887,1280,467
1778513213.3752203,1300,470
1778513213.3946085,1320,469
1778513213.414313,1340,470
1778513213.4348135,1360,469
1778513213.4553142,1380,470
1778513213.4758167,1400,470
1778513213.4928992,1420,470
1778513213.5128884,1440,470
1778513213.533363,1460,470
1778513213.5535667,1480,471
1778513213.5740755,1500,470
1778513213.5942256,1520,471
1778513213.614716,1540,470
1778513213.6355815,1560,471
1778513213.655771,1580,470
1778513213.6764574,1600,471
1778513213.6969607,1620,468
1778513213.7142174,1640,471
1778513213.733611,1660,468
1778513213.754339,1680,471
1778513213.7748408,1700,468
1778513213.7949102,1720,471
1778513213.8160522,1740,468
1778513213.836222,1760,471
1778513213.8567214,1780,469
1778513213.8731875,1800,471
1778513213.893599,1820,469
1778513213.9141016,1840,471
1778513213.9349778,1860,469
1778513213.954973,1880,471
1778513213.9754739,1900,469
1778513213.9959786,1920,471
1778513214.0164323,1940,470
1778513214.036861,1960,469
1778513214.0541205,1980,470
1778513214.074464,2000,469
1778513214.0942414,2020,470
1778513214.1147428,2040,469
1778513214.1352456,2060,471
1778513214.1558125,2080,469
1778513214.1761224,2100,470
1778513214.1966243,2120,469
1778513214.2138813,2140,471
1778513214.2342243,2160,469
1778513214.2540038,2180,471
1778513214.2745068,2200,469
1778513214.2957246,2220,471
1778513214.3155098,2240,468
1778513214.33601,2260,471
1778513214.3562124,2280,468
1778513214.3768897,2300,471
1778513214.3941464,2320,468
1778513214.4137652,2340,471
1778513214.4340308,2360,468
1778513214.45477,2380,470
1778513214.47484,2400,469
1778513214.4953926,2420,470
1778513214.5156026,2440,469
1778513214.5366495,2460,470
1778513214.5539072,2480,469
1778513214.5740142,2500,470
1778513214.5940294,2520,470
1778513214.6145308,2540,470
1778513214.6354098,2560,470
1778513214.6554086,2580,470
1778513214.6759117,2600,471
1778513214.6962352,2620,469
1778513214.7172315,2640,472
1778513214.7331107,2660,469
1778513214.7537627,2680,471
1778513214.7742908,2700,468
1778513214.7946699,2720,471
1778513214.8151712,2740,468
1778513214.836095,2760,471
1778513214.8561747,2780,468
1778513214.8766763,2800,471
1778513214.8938103,2820,467
1778513214.9141848,2840,471
1778513214.933592,2860,468
1778513214.953988,2880,471
1778513214.9749339,2900,470
1778513214.9954362,2920,470
1778513215.0159395,2940,470
1778513215.0363142,2960,470
1778513215.0569413,2980,470
1778513215.0740736,3000,469
1778513215.0932474,3020,470
1778513215.1141944,3040,469
1778513215.1342518,3060,470
1778513215.1551976,3080,468
1778513215.1760964,3100,470
1778513215.1958876,3120,468
1778513215.216587,3140,469
1778513215.2338355,3160,467
1778513215.254307,3180,469
1778513215.2739582,3200,468
1778513215.2944582,3220,470
1778513215.3149598,3240,467
1778513215.3360925,3260,469
1778513215.3564858,3280,467
1778513215.3763347,3300,470
1778513215.3966794,3320,467
1778513215.4149988,3340,470
1778513215.4347048,3360,467
1778513215.4550045,3380,470
1778513215.4750595,3400,467
1778513215.496005,3420,470
1778513215.5155957,3440,468
1778513215.536826,3460,470
1778513215.5576067,3480,468
1778513215.5747497,3500,470
1778513215.5952353,3520,469
1778513215.6146944,3540,468
1778513215.6349678,3560,470
1778513215.6551788,3580,469
1778513215.6762269,3600,472
1778513215.6958594,3620,470
1778513215.7163656,3640,474
1778513215.7370741,3660,472
1778513215.7572427,3680,476
1778513215.7777457,3700,474
1778513215.7941208,3720,477
1778513215.8146217,3740,475
1778513215.8352034,3760,478
1778513215.855625,3780,476
1778513215.8761268,3800,479
1778513215.8966274,3820,476
1778513215.9170046,3840,480
1778513215.9375062,3860,477
1778513215.9580085,3880,479
1778513215.974384,3900,478
1778513215.9948854,3920,479
1778513216.015387,3940,479
1778513216.0354524,3960,479
1778513216.0562658,3980,479
1778513216.0767674,4000,479
1778513216.0972686,4020,480
1778513216.1177704,4040,479
1778513216.1341462,4060,480
1778513216.1542053,4080,478
1778513216.1751492,4100,480
1778513216.1955245,4120,478
1778513216.2156858,4140,480
1778513216.2366967,4160,477
1778513216.2570302,4180,480
1778513216.2772334,4200,477
1778513216.2980356,4220,479
1778513216.3147073,4240,476
1778513216.334808,4260,479
1778513216.3557847,4280,476
1778513216.3757904,4300,479
1778513216.3962922,4320,476
1778513216.4164891,4340,478
1778513216.4369352,4360,475
1778513216.457671,4380,477
1778513216.474174,4400,475
