pc_timestamp,arduino_ms,analog_value
1778666833.9031756,20,522
1778666833.9041758,40,519
1778666833.9051752,60,521
1778666833.9061744,80,520
1778666833.9071734,100,521
1778666833.9091728,120,521
1778666833.9101741,140,521
1778666833.9111714,160,521
1778666833.9121711,180,520
1778666833.9131706,200,520
1778666833.91417,220,520
1778666833.9161687,240,520
1778666833.9171681,260,519
1778666833.9181674,280,521
1778666833.919167,300,519
1778666833.9211662,320,520
1778666833.9221654,340,518
1778666833.923165,360,520
1778666833.9241703,380,519
1778666833.925164,400,521
1778666833.9271626,420,519
1778666833.9281619,440,520
1778666833.944913,460,519
1778666833.9654143,480,520
1778666833.9854028,500,520
1778666834.006289,520,520
1778666834.0268393,540,520
1778666834.0472918,560,520
1778666834.0677898,580,520
1778666834.0872838,600,519
1778666834.107283,620,520
1778666834.124623,640,519
1778666834.1455038,660,520
1778666834.1660419,680,518
1778666834.1869287,700,520
1778666834.2079132,720,518
1778666834.2269003,740,520
1778666834.2468872,760,519
1778666834.2668757,780,520
1778666834.287864,800,519
1778666834.3038552,820,520
1778666834.3248427,840,520
1778666834.3458314,860,520
1778666834.3658195,880,520
1778666834.3868082,900,520
1778666834.4068155,920,520
1778666834.426799,940,519
1778666834.4477894,960,520
1778666834.467776,980,517
1778666834.484533,1000,520
1778666834.5050333,1020,518
1778666834.5258925,1040,521
1778666834.546036,1060,518
1778666834.5665333,1080,520
1778666834.5872633,1100,518
1778666834.6075335,1120,520
1778666834.6280344,1140,519
1778666834.6442862,1160,520
1778666834.6648977,1180,520
1778666834.6852853,1200,520
1778666834.7057846,1220,520
1778666834.7266376,1240,519
1778666834.7466607,1260,520
1778666834.767287,1280,519
1778666834.787769,1300,520
1778666834.8080544,1320,518
1778666834.824533,1340,520
1778666834.845033,1360,518
1778666834.865411,1380,521
1778666834.8857758,1400,518
1778666834.9064138,1420,520
1778666834.9270458,1440,519
1778666834.9475367,1460,520
1778666834.9680383,1480,519
1778666834.9842875,1500,519
1778666835.0046637,1520,520
1778666835.024802,1540,520
1778666835.0456626,1560,520
1778666835.066163,1580,519
1778666835.086663,1600,520
1778666835.1072874,1620,518
1778666835.127788,1640,520
1778666835.147323,1660,518
1778666835.1644132,1680,521
1778666835.1849139,1700,519
1778666835.2054133,1720,520
1778666835.226161,1740,519
1778666835.2464101,1760,520
1778666835.267041,1780,520
1778666835.2874157,1800,520
1778666835.3079214,1820,520
1778666835.3251789,1840,519
1778666835.345103,1860,520
1778666835.3661492,1880,518
1778666835.3866794,1900,520
1778666835.4070566,1920,518
1778666835.427308,1940,521
1778666835.447173,1960,518
1778666835.4676726,1980,520
1778666835.4878137,2000,518
1778666835.5053992,2020,520
1778666835.52593,2040,519
1778666835.5462184,2060,520
1778666835.566933,2080,519
1778666835.5873053,2100,519
1778666835.606923,2120,520
1778666835.6276348,2140,519
1778666835.647924,2160,519
1778666835.6651819,2180,519
1778666835.6856816,2200,520
1778666835.706056,2220,518
1778666835.7265563,2240,520
1778666835.7484522,2260,517
1778666835.768555,2280,520
1778666835.7871435,2300,518
1778666835.8076758,2320,520
1778666835.828555,2340,518
1778666835.8485658,2360,520
1778666835.869051,2380,519
1778666835.8863168,2400,520
1778666835.9068134,2420,520
1778666835.9274163,2440,520
1778666835.9469428,2460,519
1778666835.9674253,2480,519
1778666835.9875708,2500,520
1778666836.0083013,2520,519
1778666836.0285568,2540,520
1778666836.0458007,2560,518
1778666836.0664866,2580,521
1778666836.0870562,2600,518
1778666836.1074338,2620,521
1778666836.1266356,2640,518
1778666836.1474268,2660,520
1778666836.1680532,2680,518
1778666836.1883857,2700,520
1778666836.2090533,2720,519
1778666836.227168,2740,520
1778666836.2480333,2760,520
1778666836.268797,2780,520
1778666836.288684,2800,520
1778666836.308061,2820,520
1778666836.3284535,2840,521
1778666836.3483024,2860,519
1778666836.3686767,2880,521
1778666836.3891222,2900,518
1778666836.4074368,2920,521
1778666836.4279351,2940,518
1778666836.448266,2960,521
1778666836.4679472,2980,519
1778666836.4883122,3000,521
1778666836.508052,3020,520
1778666836.5286863,3040,521
1778666836.5488982,3060,520
1778666836.5678046,3080,520
1778666836.5876882,3100,521
1778666836.608395,3120,520
1778666836.628689,3140,521
1778666836.6480896,3160,519
1778666836.6685631,3180,521
1778666836.688178,3200,519
1778666836.708679,3220,520
1778666836.7292345,3240,519
1778666836.7476141,3260,521
1778666836.7682972,3280,519
1778666836.7884378,3300,521
1778666836.8078148,3320,519
1778666836.828029,3340,520
1778666836.8481338,3360,520
1778666836.8681543,3380,520
1778666836.8890777,3400,520
1778666836.9056218,3420,519
1778666836.9256778,3440,520
1778666836.9485137,3460,518
1778666836.968532,3480,519
1778666836.9880965,3500,517
1778666837.0084455,3520,519
1778666837.0282686,3540,516
1778666837.0492556,3560,519
1778666837.0691197,3580,517
1778666837.086263,3600,519
1778666837.1068869,3620,518
1778666837.1272604,3640,519
1778666837.1463332,3660,518
1778666837.1669493,3680,519
1778666837.1880863,3700,519
1778666837.2077487,3720,519
1778666837.228346,3740,520
1778666837.2452452,3760,519
1778666837.265911,3780,521
1778666837.2862806,3800,521
1778666837.306688,3820,522
1778666837.32669,3840,521
1778666837.347684,3860,524
1778666837.3676667,3880,524
1778666837.3886414,3900,526
1778666837.4086297,3920,527
1778666837.4256396,3940,530
1778666837.4456105,3960,530
1778666837.4665973,3980,534
1778666837.4865859,4000,534
1778666837.5065749,4020,536
1778666837.5275636,4040,537
1778666837.5475526,4060,538
1778666837.5685587,4080,540
1778666837.5855305,4100,541
1778666837.6054983,4120,543
1778666837.6259987,4140,544
1778666837.646704,4160,546
1778666837.6672978,4180,545
1778666837.6873631,4200,549
1778666837.7073376,4220,548
1778666837.7283442,4240,552
1778666837.7483282,4260,551
1778666837.7655404,4280,554
1778666837.7895267,4300,553
1778666837.8065176,4320,556
1778666837.8261378,4340,555
1778666837.8471272,4360,557
1778666837.8677516,4380,557
1778666837.8878865,4400,558
1778666837.9088748,4420,558
1778666837.9288645,4440,559
1778666837.948867,4460,561
1778666837.9658425,4480,561
1778666837.9868498,4500,564
1778666838.0070364,4520,563
1778666838.0268362,4540,566
1778666838.0480602,4560,565
1778666838.0685623,4580,568
1778666838.08906,4600,567
1778666838.1091914,4620,570
1778666838.1295915,4640,568
1778666838.146277,4660,570
