pc_timestamp,arduino_ms,analog_value
1778583443.107654,20,500
1778583443.109652,40,502
1778583443.110652,60,499
1778583443.1136496,80,501
1778583443.1156485,100,500
1778583443.1186469,120,501
1778583443.1206455,140,501
1778583443.1236448,160,500
1778583443.1256442,180,502
1778583443.1286426,200,499
1778583443.12964,220,502
1778583443.1306417,240,499
1778583443.1316388,260,502
1778583443.1326385,280,499
1778583443.1326385,300,502
1778583443.1336381,320,500
1778583443.1346378,340,500
1778583443.1356387,360,501
1778583443.1366382,380,499
1778583443.1376352,400,502
1778583443.138635,420,500
1778583443.138635,440,502
1778583443.1438167,460,500
1778583443.1643171,480,502
1778583443.1848173,500,500
1778583443.2053416,520,502
1778583443.225718,540,501
1778583443.246218,560,501
1778583443.2663975,580,502
1778583443.2830927,600,501
1778583443.3035915,620,502
1778583443.3246713,640,500
1778583443.3445988,660,502
1778583443.3651917,680,500
1778583443.3854313,700,502
1778583443.4066093,720,501
1778583443.4264677,740,502
1778583443.4469678,760,502
1778583443.4639566,780,501
1778583443.4839432,800,502
1778583443.5039306,820,500
1778583443.5239184,840,503
1778583443.5451562,860,500
1778583443.565656,880,503
1778583443.5862167,900,500
1778583443.6067185,920,502
1778583443.623731,940,501
1778583443.643594,960,503
1778583443.6642222,980,504
1778583443.6849937,1000,504
1778583443.7049696,1020,506
1778583443.7254705,1040,505
1778583443.7463562,1060,508
1778583443.7663455,1080,506
1778583443.7868454,1100,509
1778583443.8032222,1120,508
1778583443.8242424,1140,512
1778583443.8440957,1160,512
1778583443.8647218,1180,515
1778583443.8852215,1200,516
1778583443.905722,1220,518
1778583443.926097,1240,521
1778583443.9467237,1260,521
1778583443.9636533,1280,526
1778583443.983539,1300,525
1778583444.0039723,1320,529
1778583444.0247593,1340,528
1778583444.0457184,1360,530
1778583444.065703,1380,531
1778583444.0856924,1400,530
1778583444.106324,1420,532
1778583444.1263046,1440,531
1778583444.1435037,1460,533
1778583444.1636987,1480,530
1778583444.1846619,1500,533
1778583444.2047305,1520,530
1778583444.225108,1540,533
1778583444.2461493,1560,532
1778583444.266148,1580,532
1778583444.286601,1600,532
1778583444.307485,1620,529
1778583444.3267484,1640,532
1778583444.347975,1660,529
1778583444.3643515,1680,532
1778583444.3854053,1700,530
1778583444.4053516,1720,532
1778583444.4258506,1740,531
1778583444.4470754,1760,533
1778583444.4668508,1780,534
1778583444.4867263,1800,535
1778583444.5077143,1820,535
1778583444.5237038,1840,534
1778583444.544664,1860,535
1778583444.5650387,1880,533
1778583444.5859103,1900,535
1778583444.6060665,1920,533
1778583444.6264765,1940,536
1778583444.646977,1960,536
1778583444.667477,1980,535
1778583444.6879776,2000,536
1778583444.704352,2020,535
1778583444.724853,2040,537
1778583444.7453532,2060,534
1778583444.765853,2080,537
1778583444.7862277,2100,534
1778583444.8072674,2120,536
1778583444.826761,2140,533
1778583444.8477287,2160,535
1778583444.8649685,2180,532
1778583444.884951,2200,532
1778583444.9051056,2220,531
1778583444.925604,2240,528
1778583444.9467702,2260,529
1778583444.9664812,2280,524
1778583444.987233,2300,524
1778583445.0072193,2320,521
1778583445.027829,2340,520
1778583445.0443552,2360,517
1778583445.0647304,2380,516
1778583445.0852304,2400,515
1778583445.1057322,2420,512
1778583445.1262324,2440,513
1778583445.1467323,2460,508
1778583445.1671062,2480,510
1778583445.1877322,2500,506
1778583445.2041078,2520,508
1778583445.2244813,2540,505
1778583445.2449813,2560,507
1778583445.2654824,2580,505
1778583445.2859821,2600,503
1778583445.3068688,2620,505
1778583445.3269825,2640,502
1778583445.3473573,2660,504
1778583445.3683681,2680,501
1778583445.3843365,2700,504
1778583445.4047334,2720,501
1778583445.4252334,2740,503
1778583445.4461167,2760,502
1778583445.4662335,2780,502
1778583445.4867349,2800,502
1778583445.5076256,2820,502
1778583445.5276103,2840,502
1778583445.543984,2860,500
